PassengerId,Pclass,Ticket,Fare,Cabin,Embarked
816,1,112058,0.0,B102,S
817,3,STON/O2. 3101290,7.925,?,S
818,2,S.C./PARIS 2079,37.0042,?,C
819,3,C 7075,6.45,?,S
820,3,347088,27.9,?,S
821,1,12749,93.5,B69,S
822,3,315098,8.6625,?,S
823,1,19972,0.0,?,S
824,3,392096,12.475,E121,S
825,3,3101295,39.6875,?,S
826,3,368323,6.95,?,Q
827,3,1601,56.4958,?,S
828,2,S.C./PARIS 2079,37.0042,?,C
829,3,367228,7.75,?,Q
830,1,113572,80.0,B28,S
831,3,2659,14.4542,?,C
832,2,29106,18.75,?,S
833,3,2671,7.2292,?,C
834,3,347468,7.8542,?,S
835,3,2223,8.3,?,S
836,1,PC 17756,83.1583,E49,C
837,3,315097,8.6625,?,S
838,3,392092,8.05,?,S
839,3,1601,56.4958,?,S
840,1,11774,29.7,C47,C
841,3,SOTON/O2 3101287,7.925,?,S
842,2,S.O./P.P. 3,10.5,?,S
843,1,113798,31.0,?,C
844,3,2683,6.4375,?,C
845,3,315090,8.6625,?,S
846,3,C.A. 5547,7.55,?,S
847,3,CA. 2343,69.55,?,S
848,3,349213,7.8958,?,C
849,2,248727,33.0,?,S
850,1,17453,89.1042,C92,C
851,3,347082,31.275,?,S
852,3,347060,7.775,?,S
853,3,2678,15.2458,?,C
854,1,PC 17592,39.4,D28,S
855,2,244252,26.0,?,S
856,3,392091,9.35,?,S
857,1,36928,164.8667,?,S
858,1,113055,26.55,E17,S
859,3,2666,19.2583,?,C
860,3,2629,7.2292,?,C
861,3,350026,14.1083,?,S
862,2,28134,11.5,?,S
863,1,17466,25.9292,D17,S
864,3,CA. 2343,69.55,?,S
865,2,233866,13.0,?,S
866,2,236852,13.0,?,S
867,2,SC/PARIS 2149,13.8583,?,C
868,1,PC 17590,50.4958,A24,S
869,3,345777,9.5,?,S
870,3,347742,11.1333,?,S
871,3,349248,7.8958,?,S
872,1,11751,52.5542,D35,S
873,1,695,5.0,B51 B53 B55,S
874,3,345765,9.0,?,S
875,2,P/PP 3381,24.0,?,C
876,3,2667,7.225,?,C
877,3,7534,9.8458,?,S
878,3,349212,7.8958,?,S
879,3,349217,7.8958,?,S
880,1,11767,83.1583,C50,C
881,2,230433,26.0,?,S
882,3,349257,7.8958,?,S
883,3,7552,10.5167,?,S
884,2,C.A./SOTON 34068,10.5,?,S
885,3,SOTON/OQ 392076,7.05,?,S
886,3,382652,29.125,?,Q
887,2,211536,13.0,?,S
888,1,112053,30.0,B42,S
889,3,W./C. 6607,23.45,?,S
890,1,111369,30.0,C148,C
891,3,370376,7.75,?,Q
