weekday,date,high,low,close,volume,ticker
Thursday,5/30/13,34.8336,34.4177,34.4475,3876316.622,DOW
Friday,5/31/13,34.8633,34.1306,34.1603,3894400.915,DOW
Monday,6/3/13,34.1108,33.586,33.9722,6193300.093,DOW
Tuesday,6/4/13,34.3781,33.9524,34.2791,4615478.202,DOW
Wednesday,6/5/13,34.091,33.19,33.2692,4072893.9,DOW
Thursday,6/6/13,33.6553,32.9721,33.5167,4351692.524,DOW
Friday,6/7/13,34.2098,33.487,34.0613,4942895.201,DOW
Monday,6/10/13,34.3484,33.784,33.992,3726282.796,DOW
Tuesday,6/11/13,34.0712,33.2989,33.6652,4455386.7,DOW
Wednesday,6/12/13,34.1108,33.3187,33.487,3615046.053,DOW
Thursday,6/13/13,34.4375,33.2098,34.3385,5047201.195,DOW
Friday,6/14/13,34.4375,33.5167,33.6751,4333920.296,DOW
Monday,6/17/13,34.1504,33.5167,33.794,3921155.014,DOW
Tuesday,6/18/13,34.4177,33.8633,34.289,3836740.865,DOW
Wednesday,6/19/13,34.388,33.7741,33.8138,3663641.454,DOW
Thursday,6/20/13,33.893,32.7345,32.883,8470369.989,DOW
Friday,6/21/13,33.2296,31.8731,32.3087,10180002.96,DOW
Monday,6/24/13,32.3087,31.3384,32.0513,7080800.22,DOW
Tuesday,6/25/13,32.3879,31.8136,32.1602,5555508.7,DOW
Wednesday,6/26/13,32.6,31.89,32.22,8373426,DOW
Thursday,6/27/13,32.64,32.3,32.33,3591349,DOW
Friday,6/28/13,32.57,31.99,32.22,4191336,DOW
Monday,7/1/13,32.79,32.3,32.5,4328879,DOW
Tuesday,7/2/13,32.65,32.13,32.45,3897063,DOW
Wednesday,7/3/13,32.45,32.05,32.43,2244093,DOW
Friday,7/5/13,32.87,32.36,32.67,2265607,DOW
Monday,7/8/13,33.24,32.73,33.09,3863128,DOW
Tuesday,7/9/13,34.13,33.48,34.05,5814641,DOW
Wednesday,7/10/13,34.04,33.6,33.78,3622311,DOW
Thursday,7/11/13,34.37,34.07,34.21,3602081,DOW
Friday,7/12/13,34.22,33.86,34.06,2887941,DOW
Monday,7/15/13,34.48,34.08,34.42,2695054,DOW
Tuesday,7/16/13,34.51,33.82,33.92,5410085,DOW
Wednesday,7/17/13,34.78,34.15,34.74,6528775,DOW
Thursday,7/18/13,35.09,34.5,34.59,5435677,DOW
Friday,7/19/13,34.72,34.35,34.63,3173437,DOW
Monday,7/22/13,35.01,34.5,34.58,3896750,DOW
Tuesday,7/23/13,35.09,34.51,34.51,4831425,DOW
Wednesday,7/24/13,34.66,34.03,34.4,5621819,DOW
Thursday,7/25/13,35.1,34.65,35.01,7010906,DOW
Friday,7/26/13,34.89,34.37,34.68,4532481,DOW
Monday,7/29/13,35.09,34.64,34.97,3676456,DOW
Tuesday,7/30/13,35.14,34.66,35.06,3930062,DOW
Wednesday,7/31/13,35.49,35,35.02,5702823,DOW
Thursday,8/1/13,35.63,35.25,35.37,4465659,DOW
Friday,8/2/13,36.25,35.16,36.2,6570198,DOW
Monday,8/5/13,36.68,36.13,36.49,6255086,DOW
Tuesday,8/6/13,36.44,35.89,36.02,4410556,DOW
Wednesday,8/7/13,36.53,35.82,36.28,4938085,DOW
Thursday,8/8/13,36.97,36.23,36.95,6561311,DOW
Friday,8/9/13,38.5,36.8,38.08,16314409,DOW
Thursday,8/19/04,104.06,95.96,100.76,20925213,GOOG
Friday,8/20/04,109.08,100.5,108.35,11224400,GOOG
Monday,8/23/04,113.48,109.56,109.95,8787658,GOOG
Tuesday,8/24/04,111.6,103.57,105,7384914,GOOG
Wednesday,8/25/04,108,103.88,105.96,4456538,GOOG
Thursday,8/26/04,107.88,104.66,107.52,3424847,GOOG
Friday,8/27/04,108.62,105.69,105.97,2963862,GOOG
Monday,8/30/04,105.49,102.06,102.13,2538696,GOOG
Tuesday,8/31/04,103.71,102.1,102.37,2351093,GOOG
Wednesday,9/1/04,102.97,99.67,99.95,4423122,GOOG
Thursday,9/2/04,102.37,98.94,101.33,7259207,GOOG
Friday,9/3/04,101.74,99.32,100.11,2476546,GOOG
Tuesday,9/7/04,102,99.61,101.45,2739447,GOOG
Wednesday,9/8/04,103.03,100.5,102.34,2430775,GOOG
Thursday,9/9/04,102.71,101,102.04,1889380,GOOG
Friday,9/10/04,106.56,101.3,105.51,4113893,GOOG
Monday,9/13/04,108.41,106.46,107.24,3805449,GOOG
Tuesday,9/14/04,112,106.79,111.65,5298719,GOOG
Wednesday,9/15/04,114.23,110.2,111.66,5119558,GOOG
Thursday,9/16/04,115.8,111.65,113.73,4540316,GOOG
Friday,9/17/04,117.45,113.55,117.43,3794726,GOOG
Monday,9/20/04,121.6,116.77,119.47,4921329,GOOG
Tuesday,9/21/04,120.42,117.51,117.7,3253781,GOOG
Wednesday,9/22/04,119.67,116.81,118.1,3746656,GOOG
Thursday,9/23/04,122.63,117.02,120.5,4181819,GOOG
Friday,9/24/04,124.1,119.78,119.81,4406275,GOOG
Monday,9/27/04,120.88,117.8,118.28,3278926,GOOG
Tuesday,9/28/04,127.4,120.21,127,8116880,GOOG
Wednesday,9/29/04,135.02,126.23,131.15,14914741,GOOG
Thursday,9/30/04,132.3,129,129.25,6173796,GOOG
Friday,10/1/04,134.24,128.9,132.57,7335704,GOOG
Monday,10/4/04,136.87,134.03,134.88,6209109,GOOG
Tuesday,10/5/04,138.44,132.24,138.38,7115042,GOOG
Wednesday,10/6/04,138.45,136,136.98,6555858,GOOG
Thursday,10/7/04,139.88,136.51,138.6,6916689,GOOG
Friday,10/8/04,139.68,137.02,137.62,5159093,GOOG
Monday,10/11/04,138.86,133.85,135.08,5122562,GOOG
Tuesday,10/12/04,137.61,133.4,137.45,5365505,GOOG
Wednesday,10/13/04,143.55,140.08,140.92,9349497,GOOG
Thursday,10/14/04,142.38,138.56,141.7,5099827,GOOG
Friday,10/15/04,145.5,141.95,144.23,6237859,GOOG
Monday,10/18/04,149,141.21,148.99,6718606,GOOG
Tuesday,10/19/04,152.4,147.35,147.93,8849522,GOOG
Wednesday,10/20/04,148.99,139.6,140.71,10847697,GOOG
Thursday,10/21/04,150.13,141.62,149.77,11026296,GOOG
Friday,10/22/04,180.17,164.08,172.8,33868406,GOOG
Monday,10/25/04,194.43,172.55,187.5,31784252,GOOG
Tuesday,10/26/04,192.64,180,182.04,21235690,GOOG
Wednesday,10/27/04,189.52,181.77,185.95,12949145,GOOG
Thursday,10/28/04,194.39,185.6,192.98,14323736,GOOG
Friday,10/29/04,199.95,190.63,190.89,19683800,GOOG
Monday,11/1/04,197.67,191.27,195.8,11878667,GOOG
Tuesday,11/2/04,199.25,193.34,194.5,10877824,GOOG
Wednesday,11/3/04,201.6,190.75,191.07,13239540,GOOG
Thursday,11/4/04,190.4,183.35,184.84,13648758,GOOG
Friday,11/5/04,182.3,168.55,169.21,18846515,GOOG
Monday,11/8/04,175.44,169.4,172.7,10444217,GOOG
Tuesday,11/9/04,175.2,165.27,168.67,10763309,GOOG
Wednesday,11/10/04,172.52,166.33,168.1,10051746,GOOG
Thursday,11/11/04,183.75,167.57,183.51,14532487,GOOG
Friday,11/12/04,189.8,177.4,181.2,16210981,GOOG
Monday,11/15/04,188.32,178.75,185.1,11579545,GOOG
Tuesday,11/16/04,179.47,170.83,172.2,19508885,GOOG
Wednesday,11/17/04,177.5,169,172.12,16714903,GOOG
Thursday,11/18/04,174.42,165.73,167.25,14849563,GOOG
Friday,11/19/04,169.98,166.52,169.13,8185713,GOOG
Monday,11/22/04,169.5,161.31,165.17,11982793,GOOG
Tuesday,11/23/04,170.83,166.5,167.47,10204784,GOOG
Wednesday,11/24/04,177.21,172.51,174.8,13809814,GOOG
Friday,11/26/04,180.03,175.32,179.08,6323406,GOOG
Monday,11/29/04,182.95,177.51,181.24,10041354,GOOG
Tuesday,11/30/04,182.91,180.25,181.85,6823344,GOOG
Wednesday,12/1/04,182.5,179.55,180,7210916,GOOG
Thursday,12/2/04,181.51,178.55,179.35,5924397,GOOG
Friday,12/3/04,181.06,177.6,180.27,5628729,GOOG
Monday,12/6/04,180.7,176.02,176.28,5924822,GOOG
Tuesday,12/7/04,176.2,170.55,171.33,6320266,GOOG
Wednesday,12/8/04,173.68,168.73,169.95,7080832,GOOG
Thursday,12/9/04,173.5,168.47,173.4,7395472,GOOG
Friday,12/10/04,174.88,171.51,171.58,4109089,GOOG
Monday,12/13/04,173.18,169.45,170.43,4670700,GOOG
Tuesday,12/14/04,178.34,169.6,178.32,10739164,GOOG
Wednesday,12/15/04,180.69,176.66,179.58,10845719,GOOG
Thursday,12/16/04,180.49,175.95,176.4,8131356,GOOG
Friday,12/17/04,180.28,176.55,179.99,6572713,GOOG
Monday,12/20/04,188.46,181.87,185.29,9464295,GOOG
Tuesday,12/21/04,187.88,183.4,183.8,5318668,GOOG
Wednesday,12/22/04,186.85,183.01,186.44,3632183,GOOG
Thursday,12/23/04,188.6,186,187.79,3490163,GOOG
Monday,12/27/04,193.3,189.1,191.65,5985555,GOOG
Tuesday,12/28/04,193.55,191.01,192.84,4001455,GOOG
Wednesday,12/29/04,193.52,191.78,192.75,2557752,GOOG
Thursday,12/30/04,198.23,191.85,197.7,5752530,GOOG
Friday,12/31/04,199.88,192.56,193.27,7255152,GOOG
Monday,1/3/05,203.64,195.46,202.65,15040617,GOOG
Tuesday,1/4/05,202.93,193.48,194.51,13218623,GOOG
Wednesday,1/5/05,196.9,192.23,193.63,8009304,GOOG
Thursday,1/6/05,195.9,187.72,188.66,10173270,GOOG
Friday,1/7/05,194.25,188.78,193.67,9070820,GOOG
Monday,1/10/05,198.1,191.83,194.89,7261378,GOOG
Tuesday,1/11/05,197.71,193.18,193.66,6525067,GOOG
Wednesday,1/12/05,195.93,190.5,195.34,8018579,GOOG
Thursday,1/13/05,197.39,194.05,195.45,6351912,GOOG
Friday,1/14/05,200.01,194.13,200,8227647,GOOG
Tuesday,1/18/05,205.02,198.66,203.74,12001771,GOOG
Wednesday,1/19/05,205.3,196.71,197.35,10371100,GOOG
Thursday,1/20/05,196.25,192,193.88,8604393,GOOG
Friday,1/21/05,195.36,188.88,188.94,8642183,GOOG
Monday,1/24/05,189.33,180.32,181,13538238,GOOG
Tuesday,1/25/05,182.24,176.29,177.07,10376229,GOOG
Wednesday,1/26/05,189.35,179.15,189.09,11919045,GOOG
Thursday,1/27/05,188.86,185.2,187.98,6404590,GOOG
Friday,1/28/05,194.7,186.34,190.45,11873675,GOOG
Monday,1/31/05,196.36,191.72,195.67,9191812,GOOG
Tuesday,2/1/05,196.66,190.63,191.79,11569151,GOOG
Wednesday,2/2/05,216.8,203.66,206.1,30083406,GOOG
Thursday,2/3/05,213.37,205.81,210.91,12588596,GOOG
Friday,2/4/05,207.75,202.6,203.86,14245315,GOOG
Monday,2/7/05,206.4,195.51,195.73,12429323,GOOG
Tuesday,2/8/05,200.02,194.53,198.7,11163179,GOOG
Wednesday,2/9/05,201.6,189.46,191.42,16555701,GOOG
Thursday,2/10/05,192.22,185.25,188.11,18555284,GOOG
Friday,2/11/05,192.32,186.07,187.41,12752609,GOOG
Monday,2/14/05,192.8,181,192.75,36380822,GOOG
Tuesday,2/15/05,199.84,193.08,195.3,24754616,GOOG
Wednesday,2/16/05,199.33,194.3,198.25,15692270,GOOG
Thursday,2/17/05,199.75,196.81,197.84,10077101,GOOG
Friday,2/18/05,198.84,196.66,197.97,7506258,GOOG
Tuesday,2/22/05,198.9,190.39,191.2,12952846,GOOG
Wednesday,2/23/05,193.8,188.66,193.6,14236114,GOOG
Thursday,2/24/05,189.85,182.23,188.96,22917537,GOOG
Friday,2/25/05,189.92,185.51,185.83,9660432,GOOG
Monday,2/28/05,189.87,185.85,187.79,7528058,GOOG
Tuesday,3/1/05,189.75,185.39,185.97,9031572,GOOG
Wednesday,3/2/05,187.67,184.36,185.23,7102257,GOOG
Thursday,3/3/05,187.75,184.31,187,7461875,GOOG
Friday,3/4/05,187.25,185.07,185.77,6535467,GOOG
Monday,3/7/05,189.6,187.03,188.63,8184442,GOOG
Tuesday,3/8/05,189.85,184.97,185.02,7620675,GOOG
Wednesday,3/9/05,184.65,180.16,181.39,10840557,GOOG
Thursday,3/10/05,181.2,177.4,179.71,10323276,GOOG
Friday,3/11/05,180.95,177.15,177.8,7783540,GOOG
Monday,3/14/05,178.4,172.57,174.7,10643819,GOOG
Tuesday,3/15/05,180,174.21,178.47,10168910,GOOG
Wednesday,3/16/05,178.61,175.01,175.38,6478228,GOOG
Thursday,3/17/05,179.64,175.8,179.27,7869796,GOOG
Friday,3/18/05,180.4,178.31,179.79,5769267,GOOG
Monday,3/21/05,182.17,177.25,180.98,7264734,GOOG
Tuesday,3/22/05,181.94,177.85,178.11,5450358,GOOG
Wednesday,3/23/05,180.24,177.97,179.25,4684520,GOOG
Thursday,3/24/05,180.86,179.2,179.32,3428164,GOOG
Monday,3/28/05,184.8,180.95,181.1,8454328,GOOG
Tuesday,3/29/05,183.28,178.07,179.53,6305475,GOOG
Wednesday,3/30/05,181.45,179.6,180.32,6030109,GOOG
Thursday,3/31/05,181.39,177.64,180.34,6120066,GOOG
Friday,4/1/05,182.95,179.99,180.05,5984244,GOOG
Monday,4/4/05,185.26,179.84,185.15,7960431,GOOG
Tuesday,4/5/05,190.26,187.57,188.56,8272419,GOOG
Wednesday,4/6/05,189.65,187.58,189.14,5095000,GOOG
Thursday,4/7/05,194.62,188.64,194,9510251,GOOG
Friday,4/8/05,195.1,191.45,192.1,4953256,GOOG
Monday,4/11/05,194.8,192.32,193.25,4790494,GOOG
Tuesday,4/12/05,194.17,189.41,193.69,6872035,GOOG
Wednesday,4/13/05,194.32,189.73,192.69,5944037,GOOG
Thursday,4/14/05,194.36,190.1,191.61,5976566,GOOG
Friday,4/15/05,190.34,184.66,185.03,11081685,GOOG
Monday,4/18/05,187.88,183.49,187.01,6340409,GOOG
Tuesday,4/19/05,192,188.03,191.45,6906867,GOOG
Wednesday,4/20/05,200.5,195.91,198.18,14418827,GOOG
Thursday,4/21/05,205,199.32,203.87,12550851,GOOG
Friday,4/22/05,224,214.26,216.2,29943087,GOOG
Monday,4/25/05,224.74,217.52,223.39,18966727,GOOG
Tuesday,4/26/05,222,218.29,218.49,15787431,GOOG
Wednesday,4/27/05,220.85,216.74,219.82,10027194,GOOG
Thursday,4/28/05,222.08,217.71,219.1,8383813,GOOG
Friday,4/29/05,222.25,217.82,219.8,8805325,GOOG
Monday,5/2/05,223.7,220.21,222.22,9311830,GOOG
Tuesday,5/3/05,228.15,221.32,226.28,17336584,GOOG
Wednesday,5/4/05,229.88,227,228.35,11610991,GOOG
Thursday,5/5/05,228.62,225.88,226.84,7351521,GOOG
Friday,5/6/05,229.25,226.47,227.92,6440428,GOOG
Monday,5/9/05,228.5,225.43,225.95,5388830,GOOG
Tuesday,5/10/05,227.6,224.72,227.59,5769059,GOOG
Wednesday,5/11/05,231.98,227.93,231.29,10462641,GOOG
Thursday,5/12/05,232.23,228.2,228.69,8483421,GOOG
Friday,5/13/05,231.09,227.32,229.11,7154410,GOOG
Monday,5/16/05,231.62,228.57,230.95,5515958,GOOG
Tuesday,5/17/05,233.45,230.2,233.1,7552119,GOOG
Wednesday,5/18/05,239.97,233.52,239.16,11903157,GOOG
Thursday,5/19/05,241.17,238.27,239.15,9139059,GOOG
Friday,5/20/05,241.6,239.65,241.58,7500234,GOOG
Monday,5/23/05,258.1,242.71,255.29,20728193,GOOG
Tuesday,5/24/05,265.44,253.5,255.58,28428420,GOOG
Wednesday,5/25/05,260.48,250.63,260.35,17180412,GOOG
Thursday,5/26/05,263.76,258.3,259.19,13022968,GOOG
Friday,5/27/05,266.05,259.25,265.68,11823552,GOOG
Tuesday,5/31/05,277.15,269.37,277.02,18670017,GOOG
Wednesday,6/1/05,292.89,282.02,287.11,33164580,GOOG
Thursday,6/2/05,289.78,284.6,288.21,16906813,GOOG
Friday,6/3/05,289.3,277.41,280,18237814,GOOG
Monday,6/6/05,293.75,281.83,290.9,21891349,GOOG
Tuesday,6/7/05,299.59,290.3,293.15,23149237,GOOG
Wednesday,6/8/05,293.19,278,279.98,24680477,GOOG
Thursday,6/9/05,288.5,280.56,285.72,15622448,GOOG
Friday,6/10/05,287.28,280.02,282.36,12127547,GOOG
Monday,6/13/05,284.19,276.52,282.55,12389531,GOOG
Tuesday,6/14/05,281.24,277.75,278.47,9369219,GOOG
Wednesday,6/15/05,277.3,267.43,274.51,20147070,GOOG
Thursday,6/16/05,278.3,273.07,277.37,11865751,GOOG
Friday,6/17/05,280.26,275.9,279.87,8964633,GOOG
Monday,6/20/05,287.67,271.73,286.6,19981801,GOOG
Tuesday,6/21/05,290.3,284.97,287.91,14522448,GOOG
Wednesday,6/22/05,292.32,288.67,289.4,9909858,GOOG
Thursday,6/23/05,294.81,286.5,289.17,13601156,GOOG
Friday,6/24/05,296.15,289.58,296.14,13996109,GOOG
Monday,6/27/05,304.47,293.86,303.95,17111768,GOOG
Tuesday,6/28/05,309.25,302.75,302.85,18144822,GOOG
Wednesday,6/29/05,304.38,292.15,292.51,17674510,GOOG
Thursday,6/30/05,298.93,291.04,294.2,14367583,GOOG
Friday,7/1/05,296.24,289.22,291.12,8864392,GOOG
Tuesday,7/5/05,295.88,290.23,295.88,7228643,GOOG
Wednesday,7/6/05,297.6,291.38,291.6,7643461,GOOG
Thursday,7/7/05,295.8,288.51,295.6,10144279,GOOG
Friday,7/8/05,297.5,294.05,295.85,7115764,GOOG
Monday,7/11/05,296.6,291.02,293.48,8063687,GOOG
Tuesday,7/12/05,294.4,290.93,291.89,5645643,GOOG
Wednesday,7/13/05,299.24,292.1,299.04,11139832,GOOG
Thursday,7/14/05,306.75,300.07,300.51,9826278,GOOG
Friday,7/15/05,303.4,299.78,301.04,7542206,GOOG
Monday,7/18/05,301.9,297.75,299.38,5923835,GOOG
Tuesday,7/19/05,310.35,301.8,310,10951095,GOOG
Wednesday,7/20/05,312.61,301.8,311.8,13123923,GOOG
Thursday,7/21/05,317.8,311.21,313.06,12772213,GOOG
Friday,7/22/05,309.25,296.33,302.29,21204324,GOOG
Monday,7/25/05,303.29,294.96,295.8,9313611,GOOG
Tuesday,7/26/05,298,292.09,296.14,9503215,GOOG
Wednesday,7/27/05,298.23,292.4,296.87,6961197,GOOG
Thursday,7/28/05,297.41,293.28,293.63,5710652,GOOG
Friday,7/29/05,292.84,286.99,287.64,8027363,GOOG
Monday,8/1/05,292.5,288.1,291.76,5490316,GOOG
Tuesday,8/2/05,299.52,291.12,299,7087583,GOOG
Wednesday,8/3/05,299.72,295.6,297.26,5752983,GOOG
Thursday,8/4/05,299,295.25,297.78,5070262,GOOG
Friday,8/5/05,298.51,291.31,292.48,5747889,GOOG
Monday,8/8/05,295.65,290.49,291.15,4321967,GOOG
Tuesday,8/9/05,292.68,288.51,291.55,5637489,GOOG
Wednesday,8/10/05,292.33,284.88,285.67,6713927,GOOG
Thursday,8/11/05,286.58,280.62,283.79,7250369,GOOG
Friday,8/12/05,290.2,281.64,289.51,6436531,GOOG
Monday,8/15/05,292.77,283.98,284.31,7784971,GOOG
Tuesday,8/16/05,287.79,283.34,285.9,6880863,GOOG
Wednesday,8/17/05,286.57,284,285.08,3712156,GOOG
Thursday,8/18/05,280.5,275,280,10220453,GOOG
Friday,8/19/05,281.45,279.62,279.99,5072397,GOOG
Monday,8/22/05,281.47,273.35,274.02,6514206,GOOG
Tuesday,8/23/05,279.74,274.12,279.52,5595340,GOOG
Wednesday,8/24/05,284.75,276.45,282.72,8202725,GOOG
Thursday,8/25/05,284,279.97,282.46,4164261,GOOG
Friday,8/26/05,285.02,282.66,283.6,3642709,GOOG
Monday,8/29/05,289.12,282.24,288.53,5765003,GOOG
Tuesday,8/30/05,289.51,285.88,287.32,4620254,GOOG
Wednesday,8/31/05,288.5,284.36,285.89,4653410,GOOG
Thursday,9/1/05,287.5,285,286.41,2653066,GOOG
Friday,9/2/05,289.99,286.44,288.48,3315874,GOOG
Tuesday,9/6/05,289.39,286.8,287.24,4048564,GOOG
Wednesday,9/7/05,295.5,285.28,294.78,7220414,GOOG
Thursday,9/8/05,299.28,293.36,295.58,6477039,GOOG
Friday,9/9/05,299,296.56,298.87,4151599,GOOG
Monday,9/12/05,311.42,301,309.69,9999001,GOOG
Tuesday,9/13/05,315.53,306.17,311.37,9995846,GOOG
Wednesday,9/14/05,313.28,300.3,301.57,10823571,GOOG
Thursday,9/15/05,306.75,297.91,302.94,13959767,GOOG
Friday,9/16/05,304.5,299.87,300.19,6946407,GOOG
Monday,9/19/05,306,300.71,303.75,5654690,GOOG
Tuesday,9/20/05,311.3,305.23,308.11,9024294,GOOG
Wednesday,9/21/05,313.76,305.96,311.95,9567543,GOOG
Thursday,9/22/05,319.22,310.17,310.7,11912858,GOOG
Friday,9/23/05,317.21,312.59,316.6,7906504,GOOG
Monday,9/26/05,320.95,312.56,314,9355144,GOOG
Tuesday,9/27/05,318.41,313.38,313.78,6654874,GOOG
Wednesday,9/28/05,315.1,305.62,305.75,7647990,GOOG
Thursday,9/29/05,310.72,306.08,309.54,5380787,GOOG
Friday,9/30/05,317.5,312.29,316.31,8145310,GOOG
Monday,10/3/05,320.11,312.79,318.77,8821004,GOOG
Tuesday,10/4/05,321.28,310.74,310.8,8639192,GOOG
Wednesday,10/5/05,314.9,308,310.41,7976782,GOOG
Thursday,10/6/05,314.48,310.09,312.77,7561988,GOOG
Friday,10/7/05,316.67,310.54,312.83,6500458,GOOG
Monday,10/10/05,314.82,309.15,310.58,5388188,GOOG
Tuesday,10/11/05,312.65,304.86,305.91,8279578,GOOG
Wednesday,10/12/05,307.19,299,300.61,8826613,GOOG
Thursday,10/13/05,302,290.69,297.36,10286430,GOOG
Friday,10/14/05,300.23,292.54,295.52,8193031,GOOG
Monday,10/17/05,305.2,294.56,304.88,7285763,GOOG
Tuesday,10/18/05,307.96,302.74,303.34,6561969,GOOG
Wednesday,10/19/05,309.87,303.96,308.71,6639591,GOOG
Thursday,10/20/05,311.13,301.21,303.26,7582154,GOOG
Friday,10/21/05,346.43,333,339.59,19188248,GOOG
Monday,10/24/05,349.3,342.19,348.47,8998831,GOOG
Tuesday,10/25/05,347.4,342.86,346.51,6534417,GOOG
Wednesday,10/26/05,356,346.19,355.6,8589368,GOOG
Thursday,10/27/05,357.09,351.68,353.35,4899375,GOOG
Friday,10/28/05,358.95,355.02,358.25,5599758,GOOG
Monday,10/31/05,374.75,359.51,371.62,13782673,GOOG
Tuesday,11/1/05,383.9,369.01,379.7,15842075,GOOG
Wednesday,11/2/05,385,377.17,379.61,10046762,GOOG
Thursday,11/3/05,386.58,381.38,385.83,7066023,GOOG
Friday,11/4/05,391.79,385.45,390.05,8291720,GOOG
Monday,11/7/05,397.47,392.15,394.9,8923893,GOOG
Tuesday,11/8/05,395.59,388.58,389.66,7514315,GOOG
Wednesday,11/9/05,388.29,378.03,379.14,9839094,GOOG
Thursday,11/10/05,391.22,377.43,391.08,8684119,GOOG
Friday,11/11/05,396.9,388.85,390.49,6646990,GOOG
Monday,11/14/05,398.22,391.53,396.96,7371465,GOOG
Tuesday,11/15/05,397,390.95,392.74,8181230,GOOG
Wednesday,11/16/05,398.85,394.11,398.12,8226742,GOOG
Thursday,11/17/05,403.81,399.53,403.12,8436959,GOOG
Friday,11/18/05,404.5,399.85,400.11,6396583,GOOG
Monday,11/21/05,409.98,393.49,409.11,9856089,GOOG
Tuesday,11/22/05,417.31,406.23,416.37,9321935,GOOG
Wednesday,11/23/05,424.72,415.78,423.05,9620534,GOOG
Friday,11/25/05,428.82,425.3,428.74,4566006,GOOG
Monday,11/28/05,431.24,422.44,423.75,10166439,GOOG
Tuesday,11/29/05,426.4,402.14,403.29,20544506,GOOG
Wednesday,11/30/05,408.45,395.56,404.59,14780511,GOOG
Thursday,12/1/05,415.44,408.29,413.89,8983498,GOOG
Friday,12/2/05,419.53,413.86,417.46,7033869,GOOG
Monday,12/5/05,417.5,404.28,405.53,9618255,GOOG
Tuesday,12/6/05,416.41,401.7,404.1,14207494,GOOG
Wednesday,12/7/05,406.7,399.01,403.72,11172045,GOOG
Thursday,12/8/05,410.49,402.64,410.24,8532921,GOOG
Friday,12/9/05,415.78,408.56,408.58,7080260,GOOG
Monday,12/12/05,415.21,409.95,412.3,6376943,GOOG
Tuesday,12/13/05,418,411.64,417.29,7725312,GOOG
Wednesday,12/14/05,419.73,415.49,418.9,6230673,GOOG
Thursday,12/15/05,423.14,416.5,422.4,5714594,GOOG
Friday,12/16/05,432.5,422.75,430.35,11740644,GOOG
Monday,12/19/05,446.21,420.11,424.55,21211227,GOOG
Tuesday,12/20/05,432.2,424.67,429.51,9546585,GOOG
Wednesday,12/21/05,436.86,420.71,425.88,10886964,GOOG
Thursday,12/22/05,432.86,425.93,431.82,7073780,GOOG
Friday,12/23/05,432.5,428.78,430.82,4329949,GOOG
Tuesday,12/27/05,431.86,422.76,424.62,6453988,GOOG
Wednesday,12/28/05,427.78,421.26,426.65,6797337,GOOG
Thursday,12/29/05,428.73,419.17,419.54,6493384,GOOG
Friday,12/30/05,418.21,413.74,414.79,7141303,GOOG
Tuesday,1/3/06,435.67,418.22,434.89,12358925,GOOG
Wednesday,1/4/06,448.96,439.75,444.78,14052692,GOOG
Thursday,1/5/06,451.18,441.5,451.05,10222509,GOOG
Friday,1/6/06,470.5,453.24,465.77,17017628,GOOG
Monday,1/9/06,473.4,460.94,466.89,12298437,GOOG
Tuesday,1/10/06,470.25,462.04,469.47,8696421,GOOG
Wednesday,1/11/06,475.11,469.18,471.65,8549928,GOOG
Thursday,1/12/06,474.99,461.5,463.42,9729354,GOOG
Friday,1/13/06,466.89,461.61,465.84,7283882,GOOG
Tuesday,1/17/06,469.9,462.53,467.19,6880798,GOOG
Wednesday,1/18/06,457.36,443.25,444.64,18637642,GOOG
Thursday,1/19/06,453.49,433,436.32,13979681,GOOG
Friday,1/20/06,440.03,394.74,399.49,39858176,GOOG
Monday,1/23/06,428.39,407.27,427.87,21129412,GOOG
Tuesday,1/24/06,444.95,434.48,442.99,14541271,GOOG
Wednesday,1/25/06,454.23,429.22,432,17889139,GOOG
Thursday,1/26/06,439.99,423.56,434,12344648,GOOG
Friday,1/27/06,438.22,428.98,432.98,7950841,GOOG
Monday,1/30/06,433.28,425,426.96,8013555,GOOG
Tuesday,1/31/06,439.6,423.97,433.19,13437823,GOOG
Wednesday,2/1/06,400.99,387.52,400.95,22755886,GOOG
Thursday,2/2/06,406.5,396.66,396.85,10891310,GOOG
Friday,2/3/06,393.9,372.57,381.44,17569427,GOOG
Monday,2/6/06,389.9,379.56,384.68,8414488,GOOG
Tuesday,2/7/06,383.7,363.35,367.99,16014821,GOOG
Wednesday,2/8/06,370.69,354.67,369.08,20175510,GOOG
Thursday,2/9/06,374.4,356.11,359.15,11234474,GOOG
Friday,2/10/06,364.5,353.14,362.51,14266766,GOOG
Monday,2/13/06,350.6,341.89,345.2,18039622,GOOG
Tuesday,2/14/06,351.69,342.4,343.13,13795768,GOOG
Wednesday,2/15/06,346,337.83,342.29,12105535,GOOG
Thursday,2/16/06,367,344.49,366.84,20581102,GOOG
Friday,2/17/06,372.14,363.62,368.78,13289939,GOOG
Tuesday,2/21/06,373.54,365.11,366.4,8019486,GOOG
Wednesday,2/22/06,368.95,363.86,365.42,6231816,GOOG
Thursday,2/23/06,381.24,365.39,378.01,12247165,GOOG
Friday,2/24/06,380.07,373.49,376.96,6231525,GOOG
Monday,2/27/06,391.7,380.28,390.61,9739522,GOOG
Tuesday,2/28/06,397.54,338.51,362.45,38415517,GOOG
Wednesday,3/1/06,369.45,361.3,364.99,11465617,GOOG
Thursday,3/2/06,381.1,362.2,375.82,17652552,GOOG
Friday,3/3/06,387.24,375.76,377.91,11230247,GOOG
