"name","hits","at_bat","average"
"Bob DiPietro",1,11,0.0909090909090909
"Andy Dirks",268,971,0.27600411946447
"Gary Disarcina",966,3744,0.258012820512821
"Benny Distefano",82,360,0.227777777777778
"Dutch Distel",3,17,0.176470588235294
"Jack Dittmer",283,1218,0.232348111658456
"Moxie Divis",1,6,0.166666666666667
"Leo Dixon",88,427,0.206088992974239
"Brent Dlugach",0,3,0
"Dan Dobbek",90,433,0.207852193995381
"Greg Dobbs",548,2097,0.261325703385789
"John Dobbs",585,2224,0.263039568345324
"Larry Doby",1515,5348,0.283283470456245
"Ona Dodd",0,9,0
"Tom Dodd",3,13,0.230769230769231
"John Dodge",90,418,0.215311004784689
"Pat Dodson",20,99,0.202020202020202
"Bobby Doerr",2042,7093,0.287889468490061
"John Doherty",76,317,0.239747634069401
"Biddy Dolan",23,103,0.223300970873786
"Cozy Dolan",299,1187,0.251895534962089
"Joe Dolan",247,1152,0.214409722222222
"Lester Dole",2,4,0.5
"Frank Doljack",151,561,0.269162210338681
"Andy Dominique",2,13,0.153846153846154
"Chris Dominguez",7,40,0.175
"Matt Dominguez",294,1261,0.233148295003965
"Jim Donahue",298,1275,0.233725490196078
"Jiggs Donahue",731,2862,0.255415793151642
"John Donahue",10,36,0.277777777777778
"Pat Donahue",65,307,0.211726384364821
"She Donahue",47,215,0.218604651162791
"Tim Donahue",354,1500,0.236
"Jason Donald",142,552,0.257246376811594
"John Donaldson",292,1225,0.238367346938776
"Josh Donaldson",584,2113,0.276384287742546
"Len Dondero",6,31,0.193548387096774
"Jim Donnelly",549,2388,0.229899497487437
"Jim Donnelly",3,23,0.130434782608696
"Pete Donnelly",47,193,0.243523316062176
"Alexander Donoghue",7,22,0.318181818181818
"Tom Donohue",65,325,0.2
"Fred Donovan",1,12,0.0833333333333333
"Jerry Donovan",33,166,0.198795180722892
"Mike Donovan",5,21,0.238095238095238
"Patsy Donovan",2253,7496,0.300560298826041
"Red Dooin",961,4004,0.24000999000999
"Mickey Doolin",1376,5977,0.23021582733813
"Harry Dooms",0,4,0
"Bill Doran",1,2,0.5
"Bill Doran",1366,5131,0.266224907425453
"Tom Doran",19,132,0.143939393939394
"Jerry Dorgan",150,531,0.282485875706215
"Charlie Dorman",1,2,0.5
"Red Dorman",28,77,0.363636363636364
"Danny Dorn",5,30,0.166666666666667
"Brian Dorsett",92,411,0.223844282238443
"Jerry D'Arcy",0,6,0
"Melvin Dorta",4,19,0.210526315789474
"Herm Doscher",98,437,0.224256292906178
"David Doster",47,202,0.232673267326733
"Dutch Dotterer",74,299,0.247491638795987
"Charlie Dougherty",22,85,0.258823529411765
"Patsy Dougherty",1294,4558,0.283896445809566
"Astyanax Douglass",4,24,0.166666666666667
"John Douglas",0,9,0
"Klondike Douglass",766,2797,0.273864855202002
"Ryan Doumit",818,3093,0.264468153895894
"Taylor Douthit",1201,4127,0.291010419190695
"Clarence Dow",2,6,0.333333333333333
"John Dowd",6,31,0.193548387096774
"Snooks Dowd",3,26,0.115384615384615
"Tommy Dowd",1492,5511,0.270731264743241
"Ken Dowell",5,39,0.128205128205128
"Joe Dowie",17,75,0.226666666666667
"Red Downey",20,78,0.256410256410256
"Tom Downey",520,2170,0.23963133640553
"Brian Downing",2099,7853,0.267286387367885
"Matt Downs",121,527,0.229601518026565
"Red Downs",179,790,0.226582278481013
"Brian Doyle",32,199,0.160804020100503
"Conny Doyle",32,126,0.253968253968254
"Danny Doyle",9,43,0.209302325581395
"Denny Doyle",823,3290,0.250151975683891
"Jack Doyle",1806,6039,0.299056135121709
"Jeff Doyle",11,37,0.297297297297297
"Jim Doyle",135,485,0.278350515463918
"Jacob Doyle",12,41,0.292682926829268
"Larry Doyle",1887,6509,0.289906283607313
"Brian Dozier",503,2100,0.23952380952381
"D. J. Dozier",9,47,0.191489361702128
"Delos Drake",308,1172,0.262798634812287
"Larry Drake",2,9,0.222222222222222
"Lyman Drake",2,7,0.285714285714286
"Sammy Drake",11,72,0.152777777777778
"Solly Drake",66,285,0.231578947368421
"Kelly Dransfeldt",23,112,0.205357142857143
"Jake Drauby",7,34,0.205882352941176
"Bill Dreesen",40,180,0.222222222222222
"Bill Drescher",37,139,0.266187050359712
"Chuck Dressen",603,2215,0.272234762979684
"Lee Dressen",43,210,0.204761904761905
"Cameron Drew",3,16,0.1875
"J. D. Drew",1437,5173,0.277788517301372
"Frank Drews",59,288,0.204861111111111
"Stephen Drew",1047,4165,0.251380552220888
"Dan Driessen",1464,5479,0.267202044168644
"Lew Drill",231,896,0.2578125
"Dennis Driscoll",3,19,0.157894736842105
"Jim Driscoll",10,70,0.142857142857143
"Paddy Driscoll",3,28,0.107142857142857
"Mike Drissel",1,20,0.05
"Walt Dropo",1113,4124,0.26988360814743
"Keith Drumright",34,141,0.24113475177305
"Brandon Drury",12,56,0.214285714285714
"Jason Dubois",49,210,0.233333333333333
"Rob Ducey",309,1279,0.241594996090696
"Lucas Duda",517,2089,0.247486835806606
"John Dudra",9,25,0.36
"Charlie Duffee",518,1943,0.266598044261451
"Pat Duff",0,1,0
"Chris Duffy",187,713,0.262272089761571
"Ed Duffy",28,121,0.231404958677686
"Frank Duffy",619,2665,0.232270168855535
"Hugh Duffy",2282,7042,0.324055666003976
"Matt Duffy",185,633,0.292259083728278
"Matt Duffy",3,8,0.375
"Bill Dugan",3,34,0.0882352941176471
"Joe Dugan",1516,5410,0.280221811460259
"Gus Dugas",45,218,0.206422018348624
"Dan Dugdale",39,174,0.224137931034483
"Oscar Dugey",54,278,0.194244604316547
"Jim Duggan",0,4,0
"Elijah Dukes",199,824,0.241504854368932
"Tom Dunbar",52,225,0.231111111111111
"Chris Duncan",295,1147,0.257192676547515
"Dave Duncan",617,2885,0.213864818024263
"Jeff Duncan",28,154,0.181818181818182
"Jim Duncan",35,152,0.230263157894737
"Mariano Duncan",1247,4677,0.266623904212102
"Pat Duncan",827,2695,0.306864564007421
"Shelley Duncan",200,885,0.225988700564972
"Taylor Duncan",86,331,0.259818731117825
"Vern Duncan",307,1100,0.279090909090909
"Gus Dundon",168,833,0.201680672268908
"Sam Dungan",464,1543,0.300712896953986
"Lee Dunham",1,4,0.25
"Bill Dunlap",14,58,0.241379310344828
"Grant Dunlap",6,17,0.352941176470588
"George Dunlop",4,20,0.2
"Joe Dunn",15,89,0.168539325842697
"Ron Dunn",27,112,0.241071428571429
"Steve Dunn",8,32,0.25
"Steve Dunn",8,41,0.195121951219512
"Todd Dunn",30,128,0.234375
"Shawon Dunston",1597,5927,0.269444913109499
"Todd Dunwoody",213,915,0.232786885245902
"Dan Duran",4,16,0.25
"German Duran",33,143,0.230769230769231
"Luis Durango",19,65,0.292307692307692
"Mike Durant",17,81,0.209876543209877
"Erubiel Durazo",547,1948,0.280800821355236
"Joe Durham",38,202,0.188118811881188
"Leon Durham",992,3587,0.276554223585169
"Ray Durham",2054,7408,0.277267818574514
"Bobby Durnbaugh",0,1,0
"George Durning",5,14,0.357142857142857
"Leo Durocher",1320,5350,0.246728971962617
"Red Durrett",7,48,0.145833333333333
"Cedric Durst",269,1103,0.243880326382593
"Adam Duvall",28,137,0.204379562043796
"Al Dwight",10,43,0.232558139534884
"Joe Dwyer",3,11,0.272727272727273
"Jim Dwyer",719,2761,0.260412893879029
"John Dwyer",0,3,0
"Jerry Dybzinski",213,909,0.234323432343234
"Jim Dyck",242,983,0.24618514750763
"Jermaine Dye",1779,6487,0.274240789270849
"Duffy Dyer",441,1993,0.221274460612143
"Allan Dykstra",4,31,0.129032258064516
"Lenny Dykstra",1298,4559,0.284711559552533
"John Dyler",0,4,0
"Jarrod Dyson",272,1066,0.25515947467167
"Don Eaddy",0,1,0
"Bill Eagan",90,382,0.235602094240838
"Truck Eagan",4,30,0.133333333333333
"Bill Eagle",4,13,0.307692307692308
"Charlie Eakle",2,7,0.285714285714286
"Billy Earle",133,465,0.286021505376344
"Howard Earl",127,513,0.247563352826511
"Scott Earl",4,35,0.114285714285714
"Jake Early",532,2208,0.240942028985507
"Damion Easley",1386,5484,0.2527352297593
"Ed Easley",0,6,0
"Mike Easler",1078,3677,0.293173782975252
"Henry Easterday",203,1129,0.179805137289637
"Luke Easter",472,1725,0.273623188405797
"Paul Easterling",55,200,0.275
"Roy Easterwood",7,33,0.212121212121212
"Ted Easterly",607,2020,0.30049504950495
"Harry East",0,4,0
"John Easton",0,3,0
"Adam Eaton",406,1431,0.283717679944095
"Hi Ebright",15,59,0.254237288135593
"Angel Echevarria",152,543,0.279926335174954
"Ox Eckhardt",10,52,0.192307692307692
"David Eckstein",1414,5041,0.280499900813331
"Mike Eden",2,25,0.08
"Stump Edington",16,53,0.30188679245283
"Dave Edler",72,334,0.215568862275449
"Eddie Edmonson",0,5,0
"Jim Edmonds",1949,6858,0.284193642461359
"Bruce Edwards",429,1675,0.256119402985075
"Dave Edwards",152,640,0.2375
"Doc Edwards",216,906,0.23841059602649
"Hank Edwards",613,2191,0.279780921953446
"Johnny Edwards",1106,4577,0.241642997596679
"Marshall Edwards",80,310,0.258064516129032
"Mike Edwards",220,879,0.25028441410694
"Mike Edwards",63,259,0.243243243243243
"Ralph Edwards",0,5,0
"Robert Eenhoorn",16,67,0.238805970149254
"Ben Egan",58,352,0.164772727272727
"Dick Egan",767,3080,0.249025974025974
"Tom Egan",196,979,0.200204290091931
"Mose Eggert",0,3,0
"Dave Eggler",698,2546,0.274155538098979
"Ike Eichrodt",121,516,0.234496124031008
"Jim Eisenreich",1160,3995,0.290362953692115
"Frederick Ehlen",0,3,0
"Kid Elberfeld",1235,4561,0.270773953080465
"George Elder",11,44,0.25
"Brad Eldred",56,276,0.202898550724638
"Lee Elia",43,212,0.202830188679245
"Pete Elko",9,52,0.173076923076923
"Roy Ellam",14,98,0.142857142857143
"Frank Ellerbe",389,1453,0.267721954576738
"Allen Elliott",44,182,0.241758241758242
"Bob Elliott",2061,7141,0.288615039910377
"Carter Elliott",7,28,0.25
"Gene Elliott",1,13,0.0769230769230769
"Harry Elliott",45,176,0.255681818181818
"Larry Elliot",103,437,0.235697940503432
"Randy Elliott",62,288,0.215277777777778
"Rowdy Elliott",97,402,0.241293532338308
"A. J. Ellis",358,1483,0.241402562373567
"Babe Ellison",75,348,0.21551724137931
"Ben Ellis",1,16,0.0625
"Jason Ellison",139,554,0.250902527075812
"John Ellis",699,2672,0.261601796407186
"Mark Ellis",1343,5117,0.262458471760797
"Rob Ellis",38,166,0.228915662650602
"Rube Ellis",517,1985,0.260453400503778
"Jacoby Ellsbury",1137,3939,0.288651942117289
"Verdo Elmore",3,17,0.176470588235294
"Roy Elsh",106,404,0.262376237623762
"Kevin Elster",648,2844,0.227848101265823
"Brad Emaus",6,37,0.162162162162162
"Chester Emerson",4,19,0.210526315789474
"Cal Emery",3,19,0.157894736842105
"Spoke Emery",2,3,0.666666666666667
"Bob Emmerich",2,24,0.0833333333333333
"Frank Emmer",57,313,0.182108626198083
"Angelo Encarnacion",50,198,0.252525252525253
"Edwin Encarnacion",1281,4808,0.266430948419301
"Juan Encarnacion",1264,4685,0.269797225186766
"Mario Encarnacion",14,69,0.202898550724638
"Bill Endicott",4,20,0.2
"Charlie Engle",59,235,0.251063829787234
"Clyde Engle",748,2822,0.265060240963855
"Dave Engle",431,1643,0.262325015216068
"Charlie English",39,136,0.286764705882353
"Gil English",194,791,0.245259165613148
"Woody English",1356,4746,0.285714285714286
"Del Ennis",2063,7254,0.284394816652881
"George Enright",0,1,0
"Morgan Ensberg",579,2204,0.262704174228675
"Jewel Ens",54,186,0.290322580645161
"Mutz Ens",0,6,0
"Charlie Enwright",1,7,0.142857142857143
"Jack Enzenroth",16,92,0.173913043478261
"Jim Eppard",39,139,0.280575539568345
"Aubrey Epps",3,4,0.75
"Hal Epps",99,391,0.253196930946292
"Mike Epstein",695,2854,0.243517869656622
"Joe Erautt",8,43,0.186046511627907
"Hank Erickson",23,88,0.261363636363636
"Matt Erickson",1,6,0.166666666666667
"Cal Ermer",0,3,0
"Frank Ernaga",12,43,0.27906976744186
"Darin Erstad",1697,6024,0.281706507304117
"Tex Erwin",150,635,0.236220472440945
"Nick Esasky",677,2703,0.250462449130596
"Felix Escalona",43,206,0.20873786407767
"Nino Escalera",11,69,0.159420289855072
"Jim Eschen",10,42,0.238095238095238
"Larry Eschen",0,11,0
"Alex Escobar",100,388,0.257731958762887
"Alcides Escobar",939,3586,0.261851645287228
"Angel Escobar",1,3,0.333333333333333
"Eduardo Escobar",295,1145,0.25764192139738
"Jose Escobar",3,15,0.2
"Yunel Escobar",1248,4448,0.280575539568345
"Jimmy Esmond",406,1540,0.263636363636364
"Danny Espinosa",490,2128,0.230263157894737
"Juan Espino",16,73,0.219178082191781
"Brian Esposito",0,3,0
"Sammy Esposito",164,792,0.207070707070707
"Cecil Espy",304,1248,0.243589743589744
"Chuck Essegian",260,1018,0.255402750491159
"Jim Essian",453,1855,0.244204851752022
"Bobby Estalella",620,2196,0.282331511839709
"Bobby Estalella",195,904,0.21570796460177
"Dude Esterbrook",741,2837,0.261191399365527
"Frank Estrada",1,2,0.5
"Johnny Estrada",576,2079,0.277056277056277
"Andy Etchebarren",615,2618,0.234912146676853
"Buck Etchison",72,327,0.220183486238532
"Bobby Etheridge",60,246,0.24390243902439
"Andre Ethier",1354,4742,0.285533530156052
"Nick Etten",921,3320,0.277409638554217
"Ferd Eunick",0,2,0
"Tony Eusebio",479,1739,0.275445658424382
"Frank Eustace",17,100,0.17
"NA Evans",2,4,0.5
"Al Evans",514,2053,0.2503653190453
"Barry Evans",126,501,0.251497005988024
"Darrell Evans",2223,8973,0.247743229689067
"Dwight Evans",2446,8996,0.271898621609604
"Joe Evans",529,2043,0.258932941752325
"Nick Evans",105,408,0.257352941176471
"Steve Evans",963,3359,0.286692467996428
"Terry Evans",3,19,0.157894736842105
"Tom Evans",26,102,0.254901960784314
"Adam Everett",668,2758,0.242204496011603
"Carl Everett",1304,4809,0.271158244957372
"Bill Everitt",902,2842,0.317382125263899
"Tommy Everidge",19,85,0.223529411764706
"Hoot Evers",1055,3801,0.277558537227045
"Johnny Evers",1659,6137,0.270327521590354
"Tom Evers",99,431,0.22969837587007
"George Ewell",0,3,0
"Reuben Ewing",0,1,0
"Sam Ewing",92,361,0.254847645429363
"Art Ewoldt",7,32,0.21875
"Luis Exposito",1,18,0.0555555555555556
"Homer Ezzell",196,742,0.264150943396226
"Jay Faatz",274,1135,0.241409691629956
"Jorge Fabregas",441,1827,0.241379310344828
"Bunny Fabrique",18,90,0.2
"Lenny Faedo",133,529,0.251417769376181
"Joe Fagin",1,3,0.333333333333333
"Bill Fahey",225,934,0.240899357601713
"Brandon Fahey",92,411,0.223844282238443
"Howard Fahey",0,8,0
"Ferris Fain",1139,3930,0.289821882951654
"Jim Fairey",180,766,0.234986945169713
"George Fair",0,4,0
"Ron Fairly",1913,7184,0.266286191536748
"Anton Falch",2,18,0.111111111111111
"Bibb Falk",1463,4652,0.314488392089424
"George Fallon",61,282,0.216312056737589
"Pete Falsey",0,1,0
"Irving Falu",33,119,0.277310924369748
"Rikkert Faneyte",23,132,0.174242424242424
"Jim Fanning",24,141,0.170212765957447
"Carmen Fanzone",132,588,0.224489795918367
"Paul Faries",43,214,0.200934579439252
"Monty Fariss",49,226,0.216814159292035
"Bob Farley",20,123,0.16260162601626
"Lawrence Farley",11,52,0.211538461538462
"Alex Farmer",5,30,0.166666666666667
"Bill Farmer",2,16,0.125
"Jack Farmer",47,175,0.268571428571429
"Sid Farrar",905,3573,0.253288553036664
"Bill Farrell",2,14,0.142857142857143
"Doc Farrell",467,1799,0.259588660366871
"Duke Farrell",1564,5679,0.275400598696954
"Jack Farrell",5,13,0.384615384615385
"Jack Farrell",877,3613,0.242734569609743
"Jack Farrell",171,746,0.229222520107239
"Joe Farrell",345,1489,0.231699126930826
"John Farrell",567,2172,0.261049723756906
"Eric Farris",1,9,0.111111111111111
"John Farrow",45,228,0.197368421052632
"Sal Fasano",245,1109,0.220919747520289
"Joe Fautsch",0,1,0
"Ernie Fazio",50,274,0.182481751824818
"Taylor Featherston",25,154,0.162337662337662
"Carlos Febles",414,1656,0.25
"Al Federoff",56,235,0.238297872340426
"Tim Federowicz",48,247,0.194331983805668
"Dutch Fehring",0,1,0
"Eddie Feinberg",7,38,0.184210526315789
"Marv Felderman",1,6,0.166666666666667
"Mike Felder",564,2262,0.249336870026525
"Jesus Feliciano",25,108,0.231481481481481
"Gus Felix",561,2046,0.274193548387097
"Junior Felix",562,2132,0.263602251407129
"Pedro Feliz",1065,4254,0.250352609308886
"Happy Felsch",825,2812,0.293385490753912
"John Felske",14,104,0.134615384615385
"Frank Fennelly",781,3042,0.256738987508218
"Bobby Fenwick",10,56,0.178571428571429
"Joe Ferguson",719,3001,0.239586804398534
"Felix Fermin",718,2767,0.259486808818215
"Chico Fernandez",666,2778,0.239740820734341
"Chico Fernandez",2,18,0.111111111111111
"Ed Fernandes",12,65,0.184615384615385
"Frank Fernandez",145,727,0.199449793672627
"Jose Fernandez",7,49,0.142857142857143
"Nanny Fernandez",336,1356,0.247787610619469
"Tony Fernandez",2276,7911,0.28770066995323
"Al Ferrara",358,1382,0.25904486251809
"Mike Ferraro",116,500,0.232
"Rick Ferrell",1692,6028,0.280690112806901
"Sergio Ferrer",43,178,0.241573033707865
"Hobe Ferris",1146,4800,0.23875
"Willy Fetzer",0,1,0
"Chick Fewster",506,1963,0.25776872134488
"Neil Fiala",1,5,0.2
"Robert Fick",613,2373,0.258322798145807
"Bruce Fields",31,113,0.274336283185841
"Cecil Fielder",1313,5157,0.254605390731045
"Daniel Fields",1,3,0.333333333333333
"George Fields",21,87,0.241379310344828
"Josh Fields",167,713,0.23422159887798
"Prince Fielder",1576,5495,0.28680618744313
"Sam Field",6,41,0.146341463414634
"Thomas Field",25,117,0.213675213675214
"Mike Figga",20,94,0.212765957446809
"Chone Figgins",1298,4701,0.276111465645607
"Bien Figueroa",2,11,0.181818181818182
"Cole Figueroa",12,51,0.235294117647059
"Jesus Figueroa",50,198,0.252525252525253
"Luis Figueroa",2,16,0.125
"Sam File",1,13,0.0769230769230769
"Steve Filipowicz",40,179,0.223463687150838
"Jack Fimple",45,197,0.228426395939086
"Jim Finigan",422,1600,0.26375
"Bill Finley",8,44,0.181818181818182
"Bob Finley",91,362,0.251381215469613
"Hal Finney",46,227,0.202643171806167
"Lou Finney",1329,4631,0.286979054199957
"Neal Finn",274,1044,0.262452107279693
"Jeff Fiorentino",40,148,0.27027027027027
"Mike Fiore",126,556,0.226618705035971
"Dan Firova",0,7,0
"Mike Fischlin",207,941,0.219978746014878
"William Fischer",301,1099,0.273885350318471
"Sam Fishburn",2,6,0.333333333333333
"Bob Fisher",480,1742,0.275545350172216
"Charlie Fisher",10,43,0.232558139534884
"Charles Fisher",1,2,0.5
"George Fisher",5,53,0.0943396226415094
"Gus Fisher",54,213,0.253521126760563
"John Fishel",6,26,0.230769230769231
"Ike Fisher",3,26,0.115384615384615
"Red Fisher",9,72,0.125
"Showboat Fisher",114,340,0.335294117647059
"Wilbur Fisher",0,1,0
"Carlton Fisk",2356,8756,0.269072635906807
"Wes Fisler",414,1334,0.310344827586207
"Charlie Fitzberger",2,7,0.285714285714286
"Dennis Fitzgerald",2,8,0.25
"Ed Fitz Gerald",542,2086,0.259827420901246
"Howard Fitzgerald",36,140,0.257142857142857
"Matty Fitzgerald",6,21,0.285714285714286
"Mike Fitzgerald",49,170,0.288235294117647
"Mike Fitzgerald",545,2316,0.235319516407599
"Mike Fitzgerald",9,46,0.195652173913043
"Ray Fitzgerald",0,1,0
"Shaun Fitzmaurice",2,13,0.153846153846154
"Ed Fitzpatrick",158,697,0.226685796269727
"Tom Fitzsimmons",0,4,0
"Max Flack",1461,5252,0.278179741051028
"Wally Flager",53,220,0.240909090909091
"Ira Flagstead",1202,4139,0.290408311186277
"John Flaherty",849,3372,0.251779359430605
"Martin Flaherty",0,2,0
"Pat Flaherty",43,145,0.296551724137931
"Ryan Flaherty",204,947,0.215417106652587
"Al Flair",6,30,0.2
"Charlie Flannigan",0,3,0
"Ed Flanagan",42,168,0.25
"Steamer Flanagan",7,25,0.28
"John Flannery",0,2,0
"Tim Flannery",631,2473,0.255155681358674
"Ray Flaskamper",21,95,0.221052631578947
"Angel Fleitas",1,13,0.0769230769230769
"Les Fleming",369,1330,0.277443609022556
"Tom Fleming",22,99,0.222222222222222
"Art Fletcher",1534,5541,0.276845334777116
"Darrin Fletcher",1048,3902,0.268580215274218
"Elbie Fletcher",1323,4879,0.27116212338594
"Frank Fletcher",0,1,0
"George Fletcher",3,8,0.375
"Scott Fletcher",1376,5258,0.261696462533283
"Elmer Flick",1752,5597,0.313024834732893
"Lew Flick",7,40,0.175
"Don Flinn",11,37,0.297297297297297
"Silver Flint",687,2913,0.235839340885685
"Curt Flood",1861,6357,0.292748151643857
"Tim Flood",190,816,0.232843137254902
"Kevin Flora",17,84,0.202380952380952
"Gil Flores",121,464,0.260775862068966
"Jesus Flores",226,937,0.24119530416222
"Jose Flores",1,7,0.142857142857143
"Paul Florence",43,188,0.228723404255319
"Ramon Flores",7,32,0.21875
"Wilmer Flores",212,837,0.253285543608124
"Pedro Florimon",129,647,0.199381761978362
"Jake Flowers",433,1693,0.255759007678677
"Tyler Flowers",283,1267,0.22336227308603
"Bobby Floyd",93,425,0.218823529411765
"Bubba Floyd",4,9,0.444444444444444
"Cliff Floyd",1479,5319,0.278059785673999
"John Fluhrer",2,6,0.333333333333333
"Clipper Flynn",57,182,0.313186813186813
"Doug Flynn",918,3853,0.238255904490008
"Ed Flynn",5,27,0.185185185185185
"George Flynn",27,106,0.254716981132075
"Joe Flynn",59,240,0.245833333333333
"John Flynn",115,462,0.248917748917749
"Mike Flynn",0,2,0
"John Fogarty",1,8,0.125
"Lee Fohl",5,17,0.294117647058824
"Hank Foiles",353,1455,0.242611683848797
"Marv Foley",94,419,0.224343675417661
"Ray Foley",0,1,0
"Tom Foley",22,84,0.261904761904762
"Will Foley",224,982,0.228105906313646
"Tim Foli",1515,6047,0.250537456590045
"Dee Fondy",1000,3502,0.285551113649343
"Mike Fontenot",374,1413,0.264685067232838
"Chad Fonville",133,546,0.243589743589744
"Barry Foote",489,2127,0.229901269393512
"Jim Foran",31,89,0.348314606741573
"P. J. Forbes",3,17,0.176470588235294
"Curt Ford",182,742,0.245283018867925
"Dan Ford",1123,4163,0.26975738650012
"Darren Ford",4,14,0.285714285714286
"Ed Ford",0,5,0
"Hod Ford",1269,4833,0.262569832402235
"Lew Ford",425,1585,0.26813880126183
"Ted Ford",156,711,0.219409282700422
"Brook Fordyce",467,1807,0.258439402324294
"Tom Forster",131,666,0.196696696696697
"Ed Forsyth",0,3,0
"Logan Forsythe",384,1526,0.251638269986894
"Ray Fosse",758,2957,0.256340886033142
"George Foss",0,7,0
"Eddie Foster",1490,5652,0.263623496107573
"Elmer Foster",72,386,0.186528497409326
"George Foster",1925,7023,0.274099387726043
"Leo Foster",52,262,0.198473282442748
"Pop Foster",260,924,0.281385281385281
"Reddy Foster",0,1,0
"Roy Foster",257,1016,0.252952755905512
"Robert Foster",3,14,0.214285714285714
"Bob Fothergill",1064,3269,0.325481798715203
"Bill Fouser",12,89,0.134831460674157
"Frank Foutz",17,72,0.236111111111111
"Boob Fowler",57,175,0.325714285714286
"Dexter Fowler",875,3278,0.26693105552166
"Andy Fox",461,1925,0.239480519480519
"Bill Fox",32,173,0.184971098265896
"Charlie Fox",3,7,0.428571428571429
"Eric Fox",51,258,0.197674418604651
"Jack Fox",6,30,0.2
"Jake Fox",116,489,0.23721881390593
"Nellie Fox",2663,9232,0.288453206239168
"George Fox",12,60,0.2
"Pete Fox",1678,5636,0.297728885734564
"Joe Foy",615,2484,0.247584541062802
"Ben Francisco",400,1579,0.253324889170361
"Julio Franco",2586,8677,0.298029272790135
"Juan Francisco",235,996,0.235943775100402
"Maikel Franco",95,360,0.263888888888889
"Tito Francona",1395,5121,0.272407732864675
"Kevin Frandsen",322,1246,0.258426966292135
"NA Franklin",0,3,0
"Fred Frank",11,53,0.207547169811321
"Herman Franks",80,403,0.198511166253102
"Micah Franklin",11,34,0.323529411764706
"Mike Frank",20,89,0.224719101123595
"Moe Franklin",43,164,0.26219512195122
"Jeff Frazier",5,23,0.217391304347826
"Joe Frazier",68,282,0.24113475177305
"Lou Frazier",138,548,0.251824817518248
"Todd Frazier",586,2281,0.256904866286716
"Johnny Frederick",954,3102,0.307543520309478
"Ed Freed",10,33,0.303030303030303
"Roger Freed",176,717,0.245467224546722
"Bill Freehan",1591,6073,0.261979252428783
"Ryan Freel",532,1983,0.26828038325769
"Choo Freeman",64,285,0.224561403508772
"Freddie Freeman",771,2709,0.284606866002215
"Jerry Freeman",142,579,0.245250431778929
"John Freeman",0,2,0
"LaVel Freeman",0,3,0
"David Freese",677,2453,0.275988585405626
"George Freese",48,187,0.25668449197861
"Gene Freese",877,3446,0.254497968659315
"Jim Fregosi",1726,6523,0.264602176912464
"Vern Freiburger",1,8,0.125
"Howard Freigau",537,1974,0.272036474164134
"Nate Freiman",71,277,0.256317689530686
"Alejandro Freire",16,65,0.246153846153846
"Charlie French",78,377,0.206896551724138
"Jim French",119,607,0.196046128500824
"Pat French",0,2,0
"Ray French",36,187,0.192513368983957
"Walt French",297,981,0.302752293577982
"Lonny Frey",1482,5517,0.268624252311039
"Hanley Frias",72,311,0.231511254019293
"Pepe Frias",323,1346,0.239970282317979
"Jim Fridley",105,424,0.247641509433962
"Pat Friel",67,269,0.24907063197026
"Frank Freund",1,5,0.2
"Owen Friend",136,598,0.22742474916388
"Buck Frierson",3,11,0.272727272727273
"Charlie Frisbee",52,165,0.315151515151515
"Frankie Frisch",2880,9112,0.316066725197542
"Harry Fritz",96,423,0.226950354609929
"Larry Fritz",0,1,0
"Doug Frobel",109,542,0.201107011070111
"Al Froehlich",0,1,0
"Jeff Frye",626,2155,0.290487238979118
"Eric Fryer",34,140,0.242857142857143
"Jerry Fry",0,9,0
"Travis Fryman",1776,6481,0.27403178521833
"Mike Fuentes",2,8,0.25
"Reymond Fuentes",5,33,0.151515151515152
"Tito Fuentes",1491,5566,0.267876392382321
"Ollie Fuhrman",2,6,0.333333333333333
"Kosuke Fukudome",498,1929,0.258164852255054
"Dot Fulghum",0,2,0
"Frank Fuller",11,63,0.174603174603175
"Harry Fuller",0,2,0
"Jim Fuller",61,315,0.193650793650794
"John Fuller",1,3,0.333333333333333
"Nig Fuller",0,9,0
"Shorty Fuller",867,3679,0.23566186463713
"Vern Fuller",182,785,0.231847133757962
"Chick Fullis",548,1855,0.295417789757412
"Brad Fullmer",778,2789,0.278953029759771
"Washington Fulmer",2,4,0.5
"Dave Fultz",648,2393,0.270789803593815
"Mark Funderburk",25,85,0.294117647058824
"Liz Funk",261,976,0.267418032786885
"Rafael Furcal",1817,6477,0.280531110081828
"Carl Furillo",1910,6378,0.299466917529006
"J. J. Furmaniak",8,43,0.186046511627907
"Les Fusselman",12,71,0.169014084507042
"Gabe Gabler",0,3,0
"Len Gabrielson",4,18,0.222222222222222
"Len Gabrielson",446,1764,0.252834467120181
"Fabian Gaffke",73,321,0.227414330218069
"Phil Gagliano",336,1411,0.238128986534373
"Greg Gagne",1440,5673,0.253833950290851
"Ed Gagnier",76,389,0.195372750642674
"Chick Gagnon",2,9,0.222222222222222
"Del Gainer",438,1608,0.272388059701493
"Jay Gainer",7,41,0.170731707317073
"Joe Gaines",186,771,0.24124513618677
"Ty Gainey",24,111,0.216216216216216
"Augie Galan",1706,5937,0.287350513727472
"Andres Galarraga",2333,8096,0.288166996047431
"Rocky Gale",1,10,0.1
"Al Gallagher",333,1264,0.263449367088608
"Bob Gallagher",56,255,0.219607843137255
